date,menu_item,units_sold,day_of_week,week_of_year,month,is_weekend,is_holiday,is_tourist_season,rainfall_mm,temperature_c,local_event,rolling_7day_avg
2024-01-11,Caesar Salad,16,3,2,1,0,0,0,0.0,11.8,0,15.43
2024-01-11,Tiramisu,18,3,2,1,0,0,0,0.0,11.8,0,22.14
2024-01-11,Risotto,27,3,2,1,0,0,0,0.0,11.8,0,35.29
2024-01-11,Bruschetta,26,3,2,1,0,0,0,0.0,11.8,0,23.71
2024-01-11,Grilled Chicken,20,3,2,1,0,0,0,0.0,11.8,0,21.57
2024-01-12,Margherita Pizza,29,4,2,1,0,0,0,23.7,13.8,0,33.14
2024-01-12,Pasta Carbonara,49,4,2,1,0,0,0,23.7,13.8,0,46.57
2024-01-12,Grilled Salmon,15,4,2,1,0,0,0,23.7,13.8,0,19.86
2024-01-12,Caesar Salad,13,4,2,1,0,0,0,23.7,13.8,0,15.43
2024-01-12,Tiramisu,18,4,2,1,0,0,0,23.7,13.8,0,21.57
2024-01-12,Risotto,37,4,2,1,0,0,0,23.7,13.8,0,36.29
2024-01-12,Bruschetta,22,4,2,1,0,0,0,23.7,13.8,0,23.86
2024-01-12,Grilled Chicken,21,4,2,1,0,0,0,23.7,13.8,0,22.0
2024-01-13,Margherita Pizza,46,5,2,1,1,0,0,3.1,14.7,0,33.43
2024-01-13,Pasta Carbonara,65,5,2,1,1,0,0,3.1,14.7,0,47.0
2024-01-13,Grilled Salmon,25,5,2,1,1,0,0,3.1,14.7,0,19.43
2024-01-13,Caesar Salad,21,5,2,1,1,0,0,3.1,14.7,0,15.43
2024-01-13,Tiramisu,27,5,2,1,1,0,0,3.1,14.7,0,21.71
2024-01-13,Risotto,40,5,2,1,1,0,0,3.1,14.7,0,36.0
2024-01-13,Bruschetta,32,5,2,1,1,0,0,3.1,14.7,0,25.0
2024-01-13,Grilled Chicken,25,5,2,1,1,0,0,3.1,14.7,0,21.71
2024-01-14,Margherita Pizza,46,6,2,1,1,0,0,15.6,12.2,0,34.71
2024-01-14,Pasta Carbonara,58,6,2,1,1,0,0,15.6,12.2,0,49.0
2024-01-14,Grilled Salmon,22,6,2,1,1,0,0,15.6,12.2,0,19.14
2024-01-14,Caesar Salad,19,6,2,1,1,0,0,15.6,12.2,0,15.29
2024-01-14,Tiramisu,25,6,2,1,1,0,0,15.6,12.2,0,20.57
2024-01-14,Risotto,49,6,2,1,1,0,0,15.6,12.2,0,37.0
2024-01-14,Bruschetta,26,6,2,1,1,0,0,15.6,12.2,0,24.29
2024-01-14,Grilled Chicken,25,6,2,1,1,0,0,15.6,12.2,0,21.0
2024-01-15,Margherita Pizza,25,0,3,1,0,0,0,0.0,12.8,0,33.43
2024-01-15,Pasta Carbonara,41,0,3,1,0,0,0,0.0,12.8,0,47.57
2024-01-15,Grilled Salmon,21,0,3,1,0,0,0,0.0,12.8,0,19.86
2024-01-15,Caesar Salad,13,0,3,1,0,0,0,0.0,12.8,0,15.29
2024-01-15,Tiramisu,24,0,3,1,0,0,0,0.0,12.8,0,21.57
2024-01-15,Risotto,29,0,3,1,0,0,0,0.0,12.8,0,36.0
2024-01-15,Bruschetta,30,0,3,1,0,0,0,0.0,12.8,0,25.86
2024-01-15,Grilled Chicken,20,0,3,1,0,0,0,0.0,12.8,0,21.14
2024-01-16,Margherita Pizza,24,1,3,1,0,0,0,0.0,9.7,0,33.14
2024-01-16,Pasta Carbonara,35,1,3,1,0,0,0,0.0,9.7,0,46.86
2024-01-16,Grilled Salmon,18,1,3,1,0,0,0,0.0,9.7,0,19.71
2024-01-16,Caesar Salad,14,1,3,1,0,0,0,0.0,9.7,0,15.43
2024-01-16,Tiramisu,20,1,3,1,0,0,0,0.0,9.7,0,22.0
2024-01-16,Risotto,40,1,3,1,0,0,0,0.0,9.7,0,37.0
2024-01-16,Bruschetta,24,1,3,1,0,0,0,0.0,9.7,0,25.57
2024-01-16,Grilled Chicken,20,1,3,1,0,0,0,0.0,9.7,0,21.29
2024-01-17,Margherita Pizza,30,2,3,1,0,0,0,0.0,13.6,0,33.0
2024-01-17,Pasta Carbonara,43,2,3,1,0,0,0,0.0,13.6,0,47.14
2024-01-17,Grilled Salmon,18,2,3,1,0,0,0,0.0,13.6,0,20.29
2024-01-17,Caesar Salad,16,2,3,1,0,0,0,0.0,13.6,0,16.0
2024-01-17,Tiramisu,20,2,3,1,0,0,0,0.0,13.6,0,21.71
2024-01-17,Risotto,30,2,3,1,0,0,0,0.0,13.6,0,36.0
2024-01-17,Bruschetta,26,2,3,1,0,0,0,0.0,13.6,0,26.57
2024-01-17,Grilled Chicken,22,2,3,1,0,0,0,0.0,13.6,0,21.86
2024-01-18,Margherita Pizza,31,3,3,1,0,0,0,15.2,10.9,0,33.0
2024-01-18,Pasta Carbonara,45,3,3,1,0,0,0,15.2,10.9,0,48.0
2024-01-18,Grilled Salmon,14,3,3,1,0,0,0,15.2,10.9,0,19.0
2024-01-18,Caesar Salad,12,3,3,1,0,0,0,15.2,10.9,0,15.43
2024-01-18,Tiramisu,16,3,3,1,0,0,0,15.2,10.9,0,21.43
2024-01-18,Risotto,32,3,3,1,0,0,0,15.2,10.9,0,36.71
2024-01-18,Bruschetta,26,3,3,1,0,0,0,15.2,10.9,0,26.57
2024-01-18,Grilled Chicken,19,3,3,1,0,0,0,15.2,10.9,0,21.71
2024-01-19,Margherita Pizza,31,4,3,1,0,0,0,0.0,11.0,0,33.29
2024-01-19,Pasta Carbonara,39,4,3,1,0,0,0,0.0,11.0,0,46.57
2024-01-19,Grilled Salmon,20,4,3,1,0,0,0,0.0,11.0,0,19.71
2024-01-19,Caesar Salad,15,4,3,1,0,0,0,0.0,11.0,0,15.71
2024-01-19,Tiramisu,19,4,3,1,0,0,0,0.0,11.0,0,21.57
2024-01-19,Risotto,39,4,3,1,0,0,0,0.0,11.0,0,37.0
2024-01-19,Bruschetta,28,4,3,1,0,0,0,0.0,11.0,0,27.43
2024-01-19,Grilled Chicken,16,4,3,1,0,0,0,0.0,11.0,0,21.0
2024-01-20,Margherita Pizza,38,5,3,1,1,0,0,10.0,10.9,0,32.14
2024-01-20,Pasta Carbonara,54,5,3,1,1,0,0,10.0,10.9,0,45.0
2024-01-20,Grilled Salmon,26,5,3,1,1,0,0,10.0,10.9,0,19.86
2024-01-20,Caesar Salad,22,5,3,1,1,0,0,10.0,10.9,0,15.86
2024-01-20,Tiramisu,25,5,3,1,1,0,0,10.0,10.9,0,21.29
2024-01-20,Risotto,44,5,3,1,1,0,0,10.0,10.9,0,37.57
2024-01-20,Bruschetta,36,5,3,1,1,0,0,10.0,10.9,0,28.0
2024-01-20,Grilled Chicken,27,5,3,1,1,0,0,10.0,10.9,0,21.29
2024-01-21,Margherita Pizza,39,6,3,1,1,0,0,0.0,10.2,0,31.14
2024-01-21,Pasta Carbonara,53,6,3,1,1,0,0,0.0,10.2,0,44.29
2024-01-21,Grilled Salmon,23,6,3,1,1,0,0,0.0,10.2,0,20.0
2024-01-21,Caesar Salad,20,6,3,1,1,0,0,0.0,10.2,0,16.0
2024-01-21,Tiramisu,25,6,3,1,1,0,0,0.0,10.2,0,21.29
2024-01-21,Risotto,47,6,3,1,1,0,0,0.0,10.2,0,37.29
2024-01-21,Bruschetta,32,6,3,1,1,0,0,0.0,10.2,0,28.86
2024-01-21,Grilled Chicken,29,6,3,1,1,0,0,0.0,10.2,0,21.86
2024-01-22,Margherita Pizza,37,0,4,1,0,0,0,7.3,12.1,0,32.86
2024-01-22,Pasta Carbonara,42,0,4,1,0,0,0,7.3,12.1,0,44.43
2024-01-22,Grilled Salmon,20,0,4,1,0,0,0,7.3,12.1,0,19.86
2024-01-22,Caesar Salad,18,0,4,1,0,0,0,7.3,12.1,0,16.71
2024-01-22,Tiramisu,20,0,4,1,0,0,0,7.3,12.1,0,20.71
2024-01-22,Risotto,34,0,4,1,0,0,0,7.3,12.1,0,38.0
2024-01-22,Bruschetta,25,0,4,1,0,0,0,7.3,12.1,0,28.14
2024-01-22,Grilled Chicken,17,0,4,1,0,0,0,7.3,12.1,0,21.43
2024-01-23,Margherita Pizza,25,1,4,1,0,0,0,25.0,14.7,0,33.0
2024-01-23,Pasta Carbonara,49,1,4,1,0,0,0,25.0,14.7,0,46.43
2024-01-23,Grilled Salmon,15,1,4,1,0,0,0,25.0,14.7,0,19.43
2024-01-23,Caesar Salad,14,1,4,1,0,0,0,25.0,14.7,0,16.71
2024-01-23,Tiramisu,23,1,4,1,0,0,0,25.0,14.7,0,21.14
2024-01-23,Risotto,42,1,4,1,0,0,0,25.0,14.7,0,38.29
2024-01-23,Bruschetta,21,1,4,1,0,0,0,25.0,14.7,0,27.71
2024-01-23,Grilled Chicken,21,1,4,1,0,0,0,25.0,14.7,0,21.57
2024-01-24,Margherita Pizza,30,2,4,1,0,0,0,25.0,9.4,0,33.0
2024-01-24,Pasta Carbonara,49,2,4,1,0,0,0,25.0,9.4,0,47.29
2024-01-24,Grilled Salmon,15,2,4,1,0,0,0,25.0,9.4,0,19.0
2024-01-24,Caesar Salad,13,2,4,1,0,0,0,25.0,9.4,0,16.29
2024-01-24,Tiramisu,19,2,4,1,0,0,0,25.0,9.4,0,21.0
2024-01-24,Risotto,30,2,4,1,0,0,0,25.0,9.4,0,38.29
2024-01-24,Bruschetta,23,2,4,1,0,0,0,25.0,9.4,0,27.29
2024-01-24,Grilled Chicken,23,2,4,1,0,0,0,25.0,9.4,0,21.71
2024-01-25,Margherita Pizza,29,3,4,1,0,0,0,0.0,10.1,0,32.71
2024-01-25,Pasta Carbonara,41,3,4,1,0,0,0,0.0,10.1,0,46.71
2024-01-25,Grilled Salmon,20,3,4,1,0,0,0,0.0,10.1,0,19.86
2024-01-25,Caesar Salad,17,3,4,1,0,0,0,0.0,10.1,0,17.0
2024-01-25,Tiramisu,20,3,4,1,0,0,0,0.0,10.1,0,21.57
2024-01-25,Risotto,35,3,4,1,0,0,0,0.0,10.1,0,38.71
2024-01-25,Bruschetta,27,3,4,1,0,0,0,0.0,10.1,0,27.43
2024-01-25,Grilled Chicken,19,3,4,1,0,0,0,0.0,10.1,0,21.71
2024-01-26,Margherita Pizza,26,4,4,1,0,0,0,3.9,11.3,0,32.0
2024-01-26,Pasta Carbonara,32,4,4,1,0,0,0,3.9,11.3,0,45.71
2024-01-26,Grilled Salmon,21,4,4,1,0,0,0,3.9,11.3,0,20.0
2024-01-26,Caesar Salad,15,4,4,1,0,0,0,3.9,11.3,0,17.0
2024-01-26,Tiramisu,23,4,4,1,0,0,0,3.9,11.3,0,22.14
2024-01-26,Risotto,28,4,4,1,0,0,0,3.9,11.3,0,37.14
2024-01-26,Bruschetta,21,4,4,1,0,0,0,3.9,11.3,0,26.43
2024-01-26,Grilled Chicken,20,4,4,1,0,0,0,3.9,11.3,0,22.29
2024-01-27,Margherita Pizza,41,5,4,1,1,0,0,0.0,13.1,0,32.43
2024-01-27,Pasta Carbonara,51,5,4,1,1,0,0,0.0,13.1,0,45.29
2024-01-27,Grilled Salmon,21,5,4,1,1,0,0,0.0,13.1,0,19.29
2024-01-27,Caesar Salad,20,5,4,1,1,0,0,0.0,13.1,0,16.71
2024-01-27,Tiramisu,30,5,4,1,1,0,0,0.0,13.1,0,22.86
2024-01-27,Risotto,37,5,4,1,1,0,0,0.0,13.1,0,36.14
2024-01-27,Bruschetta,30,5,4,1,1,0,0,0.0,13.1,0,25.57
2024-01-27,Grilled Chicken,26,5,4,1,1,0,0,0.0,13.1,0,22.14
2024-01-28,Margherita Pizza,38,6,4,1,1,0,0,4.1,9.6,0,32.29
2024-01-28,Pasta Carbonara,57,6,4,1,1,0,0,4.1,9.6,0,45.86
2024-01-28,Grilled Salmon,25,6,4,1,1,0,0,4.1,9.6,0,19.57
2024-01-28,Caesar Salad,21,6,4,1,1,0,0,4.1,9.6,0,16.86
2024-01-28,Tiramisu,26,6,4,1,1,0,0,4.1,9.6,0,23.0
2024-01-28,Risotto,32,6,4,1,1,0,0,4.1,9.6,0,34.0
2024-01-28,Bruschetta,36,6,4,1,1,0,0,4.1,9.6,0,26.14
2024-01-28,Grilled Chicken,28,6,4,1,1,0,0,4.1,9.6,0,22.0
2024-01-29,Margherita Pizza,30,0,5,1,0,0,0,6.8,9.8,0,31.29
2024-01-29,Pasta Carbonara,36,0,5,1,0,0,0,6.8,9.8,0,45.0
2024-01-29,Grilled Salmon,16,0,5,1,0,0,0,6.8,9.8,0,19.0
2024-01-29,Caesar Salad,18,0,5,1,0,0,0,6.8,9.8,0,16.86
2024-01-29,Tiramisu,22,0,5,1,0,0,0,6.8,9.8,0,23.29
2024-01-29,Risotto,32,0,5,1,0,0,0,6.8,9.8,0,33.71
2024-01-29,Bruschetta,23,0,5,1,0,0,0,6.8,9.8,0,25.86
2024-01-29,Grilled Chicken,23,0,5,1,0,0,0,6.8,9.8,0,22.86
2024-01-30,Margherita Pizza,34,1,5,1,0,0,0,1.2,13.6,0,32.57
2024-01-30,Pasta Carbonara,34,1,5,1,0,0,0,1.2,13.6,0,42.86
2024-01-30,Grilled Salmon,18,1,5,1,0,0,0,1.2,13.6,0,19.43
2024-01-30,Caesar Salad,15,1,5,1,0,0,0,1.2,13.6,0,17.0
2024-01-30,Tiramisu,19,1,5,1,0,0,0,1.2,13.6,0,22.71
2024-01-30,Risotto,29,1,5,1,0,0,0,1.2,13.6,0,31.86
2024-01-30,Bruschetta,24,1,5,1,0,0,0,1.2,13.6,0,26.29
2024-01-30,Grilled Chicken,19,1,5,1,0,0,0,1.2,13.6,0,22.57
2024-01-31,Margherita Pizza,36,2,5,1,0,0,0,0.0,10.2,1,33.43
2024-01-31,Pasta Carbonara,52,2,5,1,0,0,0,0.0,10.2,1,43.29
2024-01-31,Grilled Salmon,23,2,5,1,0,0,0,0.0,10.2,1,20.57
2024-01-31,Caesar Salad,18,2,5,1,0,0,0,0.0,10.2,1,17.71
2024-01-31,Tiramisu,24,2,5,1,0,0,0,0.0,10.2,1,23.43
2024-01-31,Risotto,44,2,5,1,0,0,0,0.0,10.2,1,33.86
2024-01-31,Bruschetta,28,2,5,1,0,0,0,0.0,10.2,1,27.0
2024-01-31,Grilled Chicken,25,2,5,1,0,0,0,0.0,10.2,1,22.86
2024-02-01,Margherita Pizza,32,3,5,2,0,0,0,1.0,8.0,0,33.86
2024-02-01,Pasta Carbonara,32,3,5,2,0,0,0,1.0,8.0,0,42.0
2024-02-01,Grilled Salmon,17,3,5,2,0,0,0,1.0,8.0,0,20.14
2024-02-01,Caesar Salad,15,3,5,2,0,0,0,1.0,8.0,0,17.43
2024-02-01,Tiramisu,18,3,5,2,0,0,0,1.0,8.0,0,23.14
2024-02-01,Risotto,29,3,5,2,0,0,0,1.0,8.0,0,33.0
2024-02-01,Bruschetta,28,3,5,2,0,0,0,1.0,8.0,0,27.14
2024-02-01,Grilled Chicken,19,3,5,2,0,0,0,1.0,8.0,0,22.86
2024-02-02,Margherita Pizza,27,4,5,2,0,0,0,0.0,14.5,0,34.0
2024-02-02,Pasta Carbonara,42,4,5,2,0,0,0,0.0,14.5,0,43.43
2024-02-02,Grilled Salmon,18,4,5,2,0,0,0,0.0,14.5,0,19.71
2024-02-02,Caesar Salad,16,4,5,2,0,0,0,0.0,14.5,0,17.57
2024-02-02,Tiramisu,19,4,5,2,0,0,0,0.0,14.5,0,22.57
2024-02-02,Risotto,32,4,5,2,0,0,0,0.0,14.5,0,33.57
2024-02-02,Bruschetta,25,4,5,2,0,0,0,0.0,14.5,0,27.71
2024-02-02,Grilled Chicken,22,4,5,2,0,0,0,0.0,14.5,0,23.14
2024-02-03,Margherita Pizza,41,5,5,2,1,0,0,12.7,13.1,0,34.0
2024-02-03,Pasta Carbonara,60,5,5,2,1,0,0,12.7,13.1,0,44.71
2024-02-03,Grilled Salmon,16,5,5,2,1,0,0,12.7,13.1,0,19.0
2024-02-03,Caesar Salad,15,5,5,2,1,0,0,12.7,13.1,0,16.86
2024-02-03,Tiramisu,23,5,5,2,1,0,0,12.7,13.1,0,21.57
2024-02-03,Risotto,50,5,5,2,1,0,0,12.7,13.1,0,35.43
2024-02-03,Bruschetta,28,5,5,2,1,0,0,12.7,13.1,0,27.43
2024-02-03,Grilled Chicken,28,5,5,2,1,0,0,12.7,13.1,0,23.43
2024-02-04,Margherita Pizza,40,6,5,2,1,0,0,0.0,13.3,0,34.29
2024-02-04,Pasta Carbonara,57,6,5,2,1,0,0,0.0,13.3,0,44.71
2024-02-04,Grilled Salmon,21,6,5,2,1,0,0,0.0,13.3,0,18.43
2024-02-04,Caesar Salad,21,6,5,2,1,0,0,0.0,13.3,0,16.86
2024-02-04,Tiramisu,28,6,5,2,1,0,0,0.0,13.3,0,21.86
2024-02-04,Risotto,41,6,5,2,1,0,0,0.0,13.3,0,36.71
2024-02-04,Bruschetta,31,6,5,2,1,0,0,0.0,13.3,0,26.71
2024-02-04,Grilled Chicken,28,6,5,2,1,0,0,0.0,13.3,0,23.43
2024-02-05,Margherita Pizza,31,0,6,2,0,0,0,0.0,10.2,0,34.43
2024-02-05,Pasta Carbonara,46,0,6,2,0,0,0,0.0,10.2,0,46.14
2024-02-05,Grilled Salmon,15,0,6,2,0,0,0,0.0,10.2,0,18.29
2024-02-05,Caesar Salad,17,0,6,2,0,0,0,0.0,10.2,0,16.71
2024-02-05,Tiramisu,21,0,6,2,0,0,0,0.0,10.2,0,21.71
2024-02-05,Risotto,30,0,6,2,0,0,0,0.0,10.2,0,36.43
2024-02-05,Bruschetta,31,0,6,2,0,0,0,0.0,10.2,0,27.86
2024-02-05,Grilled Chicken,20,0,6,2,0,0,0,0.0,10.2,0,23.0
2024-02-06,Margherita Pizza,32,1,6,2,0,0,0,0.0,12.9,0,34.14
2024-02-06,Pasta Carbonara,47,1,6,2,0,0,0,0.0,12.9,0,48.0
2024-02-06,Grilled Salmon,20,1,6,2,0,0,0,0.0,12.9,0,18.57
2024-02-06,Caesar Salad,17,1,6,2,0,0,0,0.0,12.9,0,17.0
2024-02-06,Tiramisu,19,1,6,2,0,0,0,0.0,12.9,0,21.71
2024-02-06,Risotto,29,1,6,2,0,0,0,0.0,12.9,0,36.43
2024-02-06,Bruschetta,25,1,6,2,0,0,0,0.0,12.9,0,28.0
2024-02-06,Grilled Chicken,20,1,6,2,0,0,0,0.0,12.9,0,23.14
2024-02-07,Margherita Pizza,30,2,6,2,0,0,0,0.0,15.4,0,33.29
2024-02-07,Pasta Carbonara,32,2,6,2,0,0,0,0.0,15.4,0,45.14
2024-02-07,Grilled Salmon,20,2,6,2,0,0,0,0.0,15.4,0,18.14
2024-02-07,Caesar Salad,12,2,6,2,0,0,0,0.0,15.4,0,16.14
2024-02-07,Tiramisu,20,2,6,2,0,0,0,0.0,15.4,0,21.14
2024-02-07,Risotto,27,2,6,2,0,0,0,0.0,15.4,0,34.0
2024-02-07,Bruschetta,24,2,6,2,0,0,0,0.0,15.4,0,27.43
2024-02-07,Grilled Chicken,23,2,6,2,0,0,0,0.0,15.4,0,22.86
2024-02-08,Margherita Pizza,25,3,6,2,0,0,0,1.6,12.1,0,32.29
2024-02-08,Pasta Carbonara,44,3,6,2,0,0,0,1.6,12.1,0,46.86
2024-02-08,Grilled Salmon,15,3,6,2,0,0,0,1.6,12.1,0,17.86
2024-02-08,Caesar Salad,13,3,6,2,0,0,0,1.6,12.1,0,15.86
2024-02-08,Tiramisu,21,3,6,2,0,0,0,1.6,12.1,0,21.57
2024-02-08,Risotto,29,3,6,2,0,0,0,1.6,12.1,0,34.0
2024-02-08,Bruschetta,25,3,6,2,0,0,0,1.6,12.1,0,27.0
2024-02-08,Grilled Chicken,20,3,6,2,0,0,0,1.6,12.1,0,23.0
2024-02-09,Margherita Pizza,39,4,6,2,0,0,0,0.0,13.2,1,34.0
2024-02-09,Pasta Carbonara,45,4,6,2,0,0,0,0.0,13.2,1,47.29
2024-02-09,Grilled Salmon,21,4,6,2,0,0,0,0.0,13.2,1,18.29
2024-02-09,Caesar Salad,19,4,6,2,0,0,0,0.0,13.2,1,16.29
2024-02-09,Tiramisu,18,4,6,2,0,0,0,0.0,13.2,1,21.43
2024-02-09,Risotto,42,4,6,2,0,0,0,0.0,13.2,1,35.43
2024-02-09,Bruschetta,26,4,6,2,0,0,0,0.0,13.2,1,27.14
2024-02-09,Grilled Chicken,23,4,6,2,0,0,0,0.0,13.2,1,23.14
2024-02-10,Margherita Pizza,39,5,6,2,1,0,0,10.1,11.9,0,33.71
2024-02-10,Pasta Carbonara,59,5,6,2,1,0,0,10.1,11.9,0,47.14
